job_name,result,bmc_circuit_size,bmc_dag_size,bmc_time,bmc_solve_time,hybrid_smap_new,hybrid_smap_insert,hybrid_smap_hit,hybrid_smap_miss,hybrid_smap_abort,hybrid_smap_skip,hybrid_thm_skip_store,hybrid_arm_skip_store,hybrid_arm_skip_memset,hybrid_arm_skip_memcpy,hybrid_ptr_norm,hybrid_rw_ite,opsem_simp_time,seahorn_total_time
byte_buf_write_be322,TRUE,11,120,0.07,0.06,3,3,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_write_be642,TRUE,11,134,0.08,0.06,3,3,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
byte_buf_write2,TRUE,13,296,0.31,0.29,3,38,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.33
string_eq_c_str_ignore_case,TRUE,12,4258,7.83,7.75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.04,7.87
byte_buf_write_u82,TRUE,11,119,0.08,0.06,3,3,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.09
byte_buf_cat2,TRUE,26,595,1.21,1.17,14,140,136,32,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,1.25
byte_buf_write_from_whole_buffer2,TRUE,16,361,0.32,0.29,6,68,60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.33
byte_buf_write_from_whole_cursor2,TRUE,15,334,0.30,0.28,4,52,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.31
byte_cursor_advance2,TRUE,8,118,0.07,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_eq_ignore_case2,TRUE,16,2324,1.56,1.50,3,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.58
byte_buf_eq2,TRUE,16,1130,2.46,2.43,3,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.49
array_list_clear2,TRUE,9,128,1.79,1.78,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.81
byte_cursor_read_u8_2,TRUE,13,324,0.16,0.14,1,46,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
hash_table_init_bounded,TRUE,11,1153,16.47,16.40,3,13,n/a,n/a,36,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.03,16.50
byte_cursor_from_buf2,TRUE,11,120,0.04,0.02,3,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.05
array_list_shrink_to_fit2,TRUE,14,389,3.33,3.30,4,70,108,8,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,3.35
byte_cursor_read2,TRUE,13,433,0.42,0.40,1,46,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.44
byte_cursor_read_be32_2,TRUE,12,270,0.17,0.16,1,2,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.19
byte_cursor_eq_c_str2,TRUE,9,318,0.16,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
array_list_pop_front2,TRUE,11,255,4.30,4.28,3,54,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.33
byte_cursor_read_be64_2,TRUE,12,332,0.25,0.22,1,6,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.26
byte_cursor_eq2,TRUE,14,722,0.90,0.88,3,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.93
byte_cursor_left_trim_pred2,TRUE,8,309,0.05,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.07
byte_cursor_advance_nospec2,TRUE,8,138,0.13,0.11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.15
byte_cursor_trim_pred2,TRUE,8,546,0.44,0.41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.47
byte_cursor_read_be16_2,TRUE,12,239,0.14,0.12,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.16
byte_cursor_eq_c_str_ignore_case2,TRUE,9,318,0.17,0.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
byte_cursor_right_trim_pred2,TRUE,8,291,0.09,0.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.11
byte_cursor_eq_byte_buf2,TRUE,13,732,0.52,0.49,3,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.54
byte_cursor_eq_byte_buf_ignore_case2,TRUE,15,2334,1.24,1.19,1,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.26
byte_cursor_satisfies_pred2,TRUE,8,222,0.04,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.06
byte_cursor_read_and_fill_buffer2,TRUE,15,512,0.48,0.45,4,84,74,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.51
hash_table_get_entry_count2,TRUE,11,302,0.11,0.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.13
hash_iter_done2,TRUE,11,490,0.24,0.22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.27
byte_cursor_eq_ignore_case2,TRUE,14,2241,1.35,1.30,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.38
mem_realloc_unsa,FALSE,15,262,0.06,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_cursor_compare_lexical2,TRUE,14,733,0.74,0.71,3,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.77
byte_cursor_compare_lookup2,TRUE,16,1138,1.95,1.91,3,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.00
array_list_pop_front_n2,TRUE,11,279,4.67,4.64,3,54,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.68
hash_iter_begin2,TRUE,11,1486,0.77,0.73,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.82
hash_iter_begin_done2,TRUE,11,1783,0.95,0.91,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,1.01
hash_iter_next2,TRUE,11,863,1.48,1.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,1.52
hash_table_find2,TRUE,11,1357,2.52,2.46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.59
array_list_erase2,TRUE,11,212,7.01,6.99,3,6,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,7.03
byte_buf_init_copy2,TRUE,15,2380,8.86,8.78,1,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.03,8.88
hash_table_eq,TRUE,14,11165,21.05,20.61,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.04,0.16,22.99
string_new_from_array,TRUE,12,894,18.20,18.17,1,14,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,18.22
hash_table_remove,TRUE,17,2837,26.87,26.70,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.12,26.93
ring_buffer_acquire2,TRUE,18,395,10.52,10.50,9,37,71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,10.58
array_list_set_at2,TRUE,17,566,16.38,16.36,4,62,109,24,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,16.41
hash_table_put,TRUE,20,4304,32.38,32.19,3,16,n/a,n/a,55,n/a,n/a,n/a,n/a,n/a,0.01,0.02,0.10,32.48
ring_buffer_release2,TRUE,18,349,20.80,20.77,9,31,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,20.83
linked_list_swap_contents,TRUE,30,10523,37.11,36.71,48,192,162,186,912,168,27,n/a,n/a,n/a,0.07,0.10,0.13,37.27
ring_buffer_acquire_up_to2,TRUE,18,447,22.08,22.06,9,65,106,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,22.12
ring_buffer_buf_belongs_to_pool2,TRUE,18,309,23.99,23.97,6,24,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,24.03
hash_iter_delete,TRUE,11,1355,46.51,46.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.03,46.55
string_new_from_string,TRUE,12,2067,36.92,36.87,3,14,18,n/a,3,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.03,36.94
hash_table_foreach,TRUE,13,8345,58.15,56.79,132,188,18,49,264,n/a,n/a,n/a,n/a,n/a,0.00,0.04,1.21,58.28
byte_buf_write_from_whole_string,TRUE,14,3025,65.36,65.21,3,30,36,n/a,24,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.10,65.38
array_list_swap,TRUE,13,592,72.85,72.83,3,38,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,72.88
hash_table_create,TRUE,24,3901,72.51,72.32,3,16,n/a,n/a,67,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.12,72.61
byte_buf_write_from_whole_string2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
